PinOut_1,PinOut_2,Voltage_1,Voltage_2,P_x,P_y,S1,dS1_dV,dPx_dV,Mode_Locked,S1_MLd
0,0,0,0,37,56,-0.204301075,,,0,#N/A
220,0,4.31372549,0,37,59,-0.229166667,-0.024865591,0,0,#N/A
220,1,4.31372549,0.019607843,37,63,-0.26,-0.030833333,0,0,#N/A
220,2,4.31372549,0.039215686,40,57,-0.175257732,0.084742268,3,0,#N/A
220,3,4.31372549,0.058823529,36,63,-0.272727273,-0.097469541,-4,0,#N/A
220,4,4.31372549,0.078431373,41,62,-0.203883495,0.068843778,5,0,#N/A
220,5,4.31372549,0.098039216,34,68,-0.333333333,-0.129449838,-7,0,#N/A
220,6,4.31372549,0.117647059,33,67,-0.34,-0.006666667,-1,0,#N/A
220,7,4.31372549,0.137254902,25,65,-0.444444444,-0.104444444,-8,0,#N/A
220,8,4.31372549,0.156862745,27,74,-0.465346535,-0.02090209,2,0,#N/A
220,9,4.31372549,0.176470588,21,60,-0.481481481,-0.016134947,-6,0,#N/A
220,10,4.31372549,0.196078431,21,70,-0.538461538,-0.056980057,0,0,#N/A
220,11,4.31372549,0.215686275,24,70,-0.489361702,0.049099836,3,0,#N/A
220,12,4.31372549,0.235294118,28,68,-0.416666667,0.072695035,4,0,#N/A
220,13,4.31372549,0.254901961,17,70,-0.609195402,-0.192528736,-11,0,#N/A
220,14,4.31372549,0.274509804,17,66,-0.590361446,0.018833957,0,0,#N/A
220,15,4.31372549,0.294117647,24,66,-0.466666667,0.123694779,7,0,#N/A
220,16,4.31372549,0.31372549,32,66,-0.346938776,0.119727891,8,0,#N/A
220,17,4.31372549,0.333333333,30,60,-0.333333333,0.013605442,-2,0,#N/A
220,18,4.31372549,0.352941176,35,65,-0.3,0.033333333,5,0,#N/A
220,19,4.31372549,0.37254902,38,58,-0.208333333,0.091666667,3,0,#N/A
220,20,4.31372549,0.392156863,34,55,-0.235955056,-0.027621723,-4,0,#N/A
220,21,4.31372549,0.411764706,37,50,-0.149425287,0.086529769,3,0,#N/A
220,22,4.31372549,0.431372549,43,57,-0.14,0.009425287,6,0,#N/A
220,23,4.31372549,0.450980392,44,47,-0.032967033,0.107032967,1,0,#N/A
220,24,4.31372549,0.470588235,57,46,0.106796117,0.139763149,13,0,#N/A
220,25,4.31372549,0.490196078,62,45,0.158878505,0.052082388,5,0,#N/A
220,26,4.31372549,0.509803922,60,41,0.188118812,0.029240307,-2,0,#N/A
220,27,4.31372549,0.529411765,58,34,0.260869565,0.072750753,-2,0,#N/A
220,28,4.31372549,0.549019608,63,35,0.285714286,0.02484472,5,0,#N/A
220,29,4.31372549,0.568627451,66,33,0.333333333,0.047619048,3,0,#N/A
220,30,4.31372549,0.588235294,71,31,0.392156863,0.058823529,5,0,#N/A
220,31,4.31372549,0.607843137,73,29,0.431372549,0.039215686,2,0,#N/A
220,32,4.31372549,0.62745098,73,29,0.431372549,0,0,0,#N/A
220,33,4.31372549,0.647058824,83,31,0.456140351,0.024767802,10,0,#N/A
220,34,4.31372549,0.666666667,78,27,0.485714286,0.029573935,-5,0,#N/A
220,35,4.31372549,0.68627451,102,29,0.557251908,0.071537623,24,0,#N/A
220,36,4.31372549,0.705882353,80,27,0.495327103,-0.061924806,-22,0,#N/A
220,37,4.31372549,0.725490196,84,25,0.541284404,0.045957301,4,0,#N/A
220,38,4.31372549,0.745098039,86,22,0.592592593,0.051308189,2,0,#N/A
220,39,4.31372549,0.764705882,92,21,0.628318584,0.035725991,6,0,#N/A
220,40,4.31372549,0.784313725,86,17,0.669902913,0.041584329,-6,0,#N/A
220,41,4.31372549,0.803921569,87,23,0.581818182,-0.088084731,1,0,#N/A
220,42,4.31372549,0.823529412,95,16,0.711711712,0.12989353,8,0,#N/A
220,43,4.31372549,0.843137255,94,20,0.649122807,-0.062588905,-1,0,#N/A
220,44,4.31372549,0.862745098,95,21,0.637931034,-0.011191773,1,0,#N/A
220,45,4.31372549,0.882352941,89,19,0.648148148,0.010217114,-6,0,#N/A
220,46,4.31372549,0.901960784,88,20,0.62962963,-0.018518519,-1,0,#N/A
220,47,4.31372549,0.921568627,82,21,0.59223301,-0.03739662,-6,0,#N/A
220,48,4.31372549,0.941176471,90,26,0.551724138,-0.040508872,8,0,#N/A
220,49,4.31372549,0.960784314,81,23,0.557692308,0.00596817,-9,0,#N/A
220,50,4.31372549,0.980392157,82,30,0.464285714,-0.093406593,1,0,#N/A
220,51,4.31372549,1,82,25,0.53271028,0.068424566,0,0,#N/A
220,52,4.31372549,1.019607843,70,35,0.333333333,-0.199376947,-12,0,#N/A
220,53,4.31372549,1.039215686,68,40,0.259259259,-0.074074074,-2,0,#N/A
220,54,4.31372549,1.058823529,73,37,0.327272727,0.068013468,5,0,#N/A
220,55,4.31372549,1.078431373,61,41,0.196078431,-0.131194296,-12,0,#N/A
220,56,4.31372549,1.098039216,58,45,0.126213592,-0.069864839,-3,0,#N/A
220,57,4.31372549,1.117647059,50,46,0.041666667,-0.084546926,-8,0,#N/A
220,58,4.31372549,1.137254902,58,47,0.104761905,0.063095238,8,0,#N/A
220,59,4.31372549,1.156862745,48,54,-0.058823529,-0.163585434,-10,0,#N/A
220,60,4.31372549,1.176470588,48,55,-0.067961165,-0.009137636,0,0,#N/A
220,61,4.31372549,1.196078431,39,54,-0.161290323,-0.093329158,-9,0,#N/A
220,62,4.31372549,1.215686275,33,65,-0.326530612,-0.16524029,-6,0,#N/A
220,63,4.31372549,1.235294118,35,64,-0.292929293,0.033601319,2,0,#N/A
220,64,4.31372549,1.254901961,34,69,-0.339805825,-0.046876532,-1,0,#N/A
220,65,4.31372549,1.274509804,29,71,-0.42,-0.080194175,-5,0,#N/A
220,66,4.31372549,1.294117647,29,70,-0.414141414,0.005858586,0,0,#N/A
220,67,4.31372549,1.31372549,15,66,-0.62962963,-0.215488215,-14,0,#N/A
220,68,4.31372549,1.333333333,25,72,-0.484536082,0.145093547,10,0,#N/A
220,69,4.31372549,1.352941176,19,75,-0.595744681,-0.111208598,-6,0,#N/A
220,70,4.31372549,1.37254902,20,72,-0.565217391,0.03052729,1,0,#N/A
220,71,4.31372549,1.392156863,22,70,-0.52173913,0.043478261,2,0,#N/A
220,72,4.31372549,1.411764706,20,64,-0.523809524,-0.002070393,-2,0,#N/A
220,73,4.31372549,1.431372549,31,64,-0.347368421,0.176441103,11,0,#N/A
220,74,4.31372549,1.450980392,28,63,-0.384615385,-0.037246964,-3,0,#N/A
220,75,4.31372549,1.470588235,35,64,-0.292929293,0.091686092,7,0,#N/A
220,76,4.31372549,1.490196078,37,53,-0.177777778,0.115151515,2,0,#N/A
220,77,4.31372549,1.509803922,36,55,-0.208791209,-0.031013431,-1,0,#N/A
220,78,4.31372549,1.529411765,40,54,-0.14893617,0.059855039,4,0,#N/A
220,79,4.31372549,1.549019608,50,48,0.020408163,0.169344333,10,0,#N/A
220,80,4.31372549,1.568627451,60,45,0.142857143,0.12244898,10,0,#N/A
220,81,4.31372549,1.588235294,60,41,0.188118812,0.045261669,0,0,#N/A
220,82,4.31372549,1.607843137,61,44,0.161904762,-0.02621405,1,0,#N/A
220,83,4.31372549,1.62745098,59,36,0.242105263,0.080200501,-2,0,#N/A
220,84,4.31372549,1.647058824,64,37,0.267326733,0.02522147,5,0,#N/A
220,85,4.31372549,1.666666667,75,30,0.428571429,0.161244696,11,0,#N/A
220,86,4.31372549,1.68627451,65,35,0.3,-0.128571429,-10,0,#N/A
220,87,4.31372549,1.705882353,68,24,0.47826087,0.17826087,3,0,#N/A
220,88,4.31372549,1.725490196,80,30,0.454545455,-0.023715415,12,0,#N/A
220,89,4.31372549,1.745098039,79,29,0.462962963,0.008417508,-1,0,#N/A
220,90,4.31372549,1.764705882,85,22,0.588785047,0.125822084,6,0,#N/A
220,91,4.31372549,1.784313725,84,20,0.615384615,0.026599569,-1,0,#N/A
220,92,4.31372549,1.803921569,95,26,0.570247934,-0.045136682,11,0,#N/A
220,93,4.31372549,1.823529412,86,17,0.669902913,0.099654979,-9,0,#N/A
220,94,4.31372549,1.843137255,89,19,0.648148148,-0.021754764,3,0,#N/A
220,95,4.31372549,1.862745098,86,24,0.563636364,-0.084511785,-3,0,#N/A
220,96,4.31372549,1.882352941,84,21,0.6,0.036363636,-2,0,#N/A
220,97,4.31372549,1.901960784,90,21,0.621621622,0.021621622,6,0,#N/A
220,98,4.31372549,1.921568627,86,20,0.622641509,0.001019888,-4,0,#N/A
220,99,4.31372549,1.941176471,89,15,0.711538462,0.088896952,3,0,#N/A
220,100,4.31372549,1.960784314,87,22,0.596330275,-0.115208186,-2,0,#N/A
220,101,4.31372549,1.980392157,95,23,0.610169492,0.013839216,8,0,#N/A
220,102,4.31372549,2,83,21,0.596153846,-0.014015645,-12,0,#N/A
220,103,4.31372549,2.019607843,83,20,0.611650485,0.015496639,0,0,#N/A
220,104,4.31372549,2.039215686,83,31,0.456140351,-0.155510135,0,0,#N/A
220,105,4.31372549,2.058823529,81,31,0.446428571,-0.009711779,-2,0,#N/A
220,106,4.31372549,2.078431373,79,32,0.423423423,-0.023005148,-2,0,#N/A
220,107,4.31372549,2.098039216,86,38,0.387096774,-0.036326649,7,0,#N/A
220,108,4.31372549,2.117647059,63,36,0.272727273,-0.114369501,-23,0,#N/A
220,109,4.31372549,2.137254902,69,40,0.266055046,-0.006672227,6,0,#N/A
220,110,4.31372549,2.156862745,63,46,0.155963303,-0.110091743,-6,0,#N/A
220,111,4.31372549,2.176470588,57,46,0.106796117,-0.049167186,-6,0,#N/A
220,112,4.31372549,2.196078431,49,51,-0.02,-0.126796117,-8,0,#N/A
220,113,4.31372549,2.215686275,46,59,-0.123809524,-0.103809524,-3,0,#N/A
220,114,4.31372549,2.235294118,42,58,-0.16,-0.036190476,-4,0,#N/A
220,115,4.31372549,2.254901961,38,59,-0.216494845,-0.056494845,-4,0,#N/A
220,116,4.31372549,2.274509804,33,69,-0.352941176,-0.136446331,-5,0,#N/A
220,117,4.31372549,2.294117647,30,62,-0.347826087,0.00511509,-3,0,#N/A
220,118,4.31372549,2.31372549,32,67,-0.353535354,-0.005709267,2,0,#N/A
220,119,4.31372549,2.333333333,32,64,-0.333333333,0.02020202,0,0,#N/A
220,120,4.31372549,2.352941176,24,67,-0.472527473,-0.139194139,-8,0,#N/A
220,121,4.31372549,2.37254902,29,69,-0.408163265,0.064364207,5,0,#N/A
220,122,4.31372549,2.392156863,25,71,-0.479166667,-0.071003401,-4,0,#N/A
220,123,4.31372549,2.411764706,30,69,-0.393939394,0.085227273,5,0,#N/A
220,124,4.31372549,2.431372549,29,70,-0.414141414,-0.02020202,-1,0,#N/A
220,125,4.31372549,2.450980392,34,67,-0.326732673,0.087408741,5,0,#N/A
220,126,4.31372549,2.470588235,34,65,-0.313131313,0.01360136,0,0,#N/A
220,127,4.31372549,2.490196078,31,64,-0.347368421,-0.034237108,-3,0,#N/A
220,128,4.31372549,2.509803922,37,60,-0.237113402,0.110255019,6,0,#N/A
220,129,4.31372549,2.529411765,42,53,-0.115789474,0.121323928,5,0,#N/A
220,130,4.31372549,2.549019608,40,53,-0.139784946,-0.023995473,-2,0,#N/A
220,131,4.31372549,2.568627451,45,48,-0.032258065,0.107526882,5,0,#N/A
220,132,4.31372549,2.588235294,52,49,0.02970297,0.061961035,7,0,#N/A
220,133,4.31372549,2.607843137,51,48,0.03030303,0.00060006,-1,0,#N/A
220,134,4.31372549,2.62745098,64,43,0.196261682,0.165958652,13,0,#N/A
220,135,4.31372549,2.647058824,62,35,0.278350515,0.082088833,-2,0,#N/A
220,136,4.31372549,2.666666667,69,34,0.339805825,0.06145531,7,0,#N/A
220,137,4.31372549,2.68627451,72,33,0.371428571,0.031622746,3,0,#N/A
220,138,4.31372549,2.705882353,72,28,0.44,0.068571429,0,0,#N/A
220,139,4.31372549,2.725490196,79,30,0.449541284,0.009541284,7,0,#N/A
220,140,4.31372549,2.745098039,80,25,0.523809524,0.074268239,1,0,#N/A
220,141,4.31372549,2.764705882,88,29,0.504273504,-0.01953602,8,0,#N/A
220,142,4.31372549,2.784313725,87,27,0.526315789,0.022042285,-1,0,#N/A
220,143,4.31372549,2.803921569,83,19,0.62745098,0.101135191,-4,0,#N/A
220,144,4.31372549,2.823529412,86,28,0.50877193,-0.118679051,3,0,#N/A
220,145,4.31372549,2.843137255,88,24,0.571428571,0.062656642,2,0,#N/A
220,146,4.31372549,2.862745098,91,20,0.63963964,0.068211068,3,0,#N/A
220,147,4.31372549,2.882352941,85,18,0.650485437,0.010845797,-6,0,#N/A
220,148,4.31372549,2.901960784,80,23,0.553398058,-0.097087379,-5,0,#N/A
220,149,4.31372549,2.921568627,86,14,0.72,0.166601942,6,0,#N/A
220,150,4.31372549,2.941176471,90,14,0.730769231,0.010769231,4,0,#N/A
220,151,4.31372549,2.960784314,85,14,0.717171717,-0.013597514,-5,0,#N/A
220,152,4.31372549,2.980392157,88,17,0.676190476,-0.040981241,3,0,#N/A
220,153,4.31372549,3,89,25,0.561403509,-0.114786967,1,0,#N/A
220,154,4.31372549,3.019607843,88,20,0.62962963,0.068226121,-1,0,#N/A
220,155,4.31372549,3.039215686,85,24,0.559633028,-0.069996602,-3,0,#N/A
220,156,4.31372549,3.058823529,90,27,0.538461538,-0.021171489,5,0,#N/A
220,157,4.31372549,3.078431373,77,24,0.524752475,-0.013709063,-13,0,#N/A
220,158,4.31372549,3.098039216,83,36,0.394957983,-0.129794492,6,0,#N/A
220,159,4.31372549,3.117647059,72,33,0.371428571,-0.023529412,-11,0,#N/A
220,160,4.31372549,3.137254902,69,37,0.301886792,-0.069541779,-3,0,#N/A
220,161,4.31372549,3.156862745,71,38,0.302752294,0.000865501,2,0,#N/A
220,162,4.31372549,3.176470588,57,44,0.128712871,-0.174039422,-14,0,#N/A
220,163,4.31372549,3.196078431,56,47,0.087378641,-0.041334231,-1,0,#N/A
220,164,4.31372549,3.215686275,51,48,0.03030303,-0.05707561,-5,0,#N/A
220,165,4.31372549,3.235294118,49,51,-0.02,-0.05030303,-2,0,#N/A
220,166,4.31372549,3.254901961,45,56,-0.108910891,-0.088910891,-4,0,#N/A
220,167,4.31372549,3.274509804,43,63,-0.188679245,-0.079768354,-2,0,#N/A
220,168,4.31372549,3.294117647,39,64,-0.242718447,-0.054039201,-4,0,#N/A
220,169,4.31372549,3.31372549,33,60,-0.290322581,-0.047604134,-6,0,#N/A
220,170,4.31372549,3.333333333,40,65,-0.238095238,0.052227343,7,0,#N/A
220,171,4.31372549,3.352941176,29,64,-0.376344086,-0.138248848,-11,0,#N/A
220,172,4.31372549,3.37254902,30,70,-0.4,-0.023655914,1,0,#N/A
220,173,4.31372549,3.392156863,34,64,-0.306122449,0.093877551,4,0,#N/A
220,174,4.31372549,3.411764706,24,71,-0.494736842,-0.188614393,-10,0,#N/A
220,175,4.31372549,3.431372549,33,67,-0.34,0.154736842,9,0,#N/A
220,176,4.31372549,3.450980392,28,72,-0.44,-0.1,-5,0,#N/A
220,177,4.31372549,3.470588235,47,62,-0.137614679,0.302385321,19,0,#N/A
220,178,4.31372549,3.490196078,33,63,-0.3125,-0.174885321,-14,0,#N/A
220,179,4.31372549,3.509803922,30,63,-0.35483871,-0.04233871,-3,0,#N/A
220,180,4.31372549,3.529411765,25,59,-0.404761905,-0.049923195,-5,0,#N/A
220,181,4.31372549,3.549019608,35,56,-0.230769231,0.173992674,10,0,#N/A
220,182,4.31372549,3.568627451,33,55,-0.25,-0.019230769,-2,0,#N/A
220,183,4.31372549,3.588235294,40,54,-0.14893617,0.10106383,7,0,#N/A
220,184,4.31372549,3.607843137,43,57,-0.14,0.00893617,3,0,#N/A
220,185,4.31372549,3.62745098,44,45,-0.011235955,0.128764045,1,0,#N/A
220,186,4.31372549,3.647058824,50,40,0.111111111,0.122347066,6,0,#N/A
220,187,4.31372549,3.666666667,54,40,0.14893617,0.037825059,4,0,#N/A
220,188,4.31372549,3.68627451,55,40,0.157894737,0.008958567,1,0,#N/A
220,189,4.31372549,3.705882353,66,37,0.281553398,0.123658661,11,0,#N/A
220,190,4.31372549,3.725490196,70,37,0.308411215,0.026857817,4,0,#N/A
220,191,4.31372549,3.745098039,75,36,0.351351351,0.042940136,5,0,#N/A
220,192,4.31372549,3.764705882,72,33,0.371428571,0.02007722,-3,0,#N/A
220,193,4.31372549,3.784313725,71,30,0.405940594,0.034512023,-1,0,#N/A
220,194,4.31372549,3.803921569,82,28,0.490909091,0.084968497,11,0,#N/A
220,195,4.31372549,3.823529412,83,26,0.52293578,0.032026689,1,0,#N/A
220,196,4.31372549,3.843137255,82,29,0.477477477,-0.045458302,-1,0,#N/A
220,197,4.31372549,3.862745098,94,25,0.579831933,0.102354455,12,0,#N/A
220,198,4.31372549,3.882352941,83,19,0.62745098,0.047619048,-11,0,#N/A
220,199,4.31372549,3.901960784,83,18,0.643564356,0.016113376,0,0,#N/A
220,200,4.31372549,3.921568627,90,20,0.636363636,-0.00720072,7,0,#N/A
220,201,4.31372549,3.941176471,83,17,0.66,0.023636364,-7,0,#N/A
220,202,4.31372549,3.960784314,86,19,0.638095238,-0.021904762,3,0,#N/A
220,203,4.31372549,3.980392157,84,14,0.714285714,0.076190476,-2,0,#N/A
220,204,4.31372549,4,94,17,0.693693694,-0.020592021,10,0,#N/A
220,205,4.31372549,4.019607843,90,22,0.607142857,-0.086550837,-4,0,#N/A
220,206,4.31372549,4.039215686,89,16,0.695238095,0.088095238,-1,0,#N/A
220,207,4.31372549,4.058823529,89,20,0.633027523,-0.062210572,0,0,#N/A
220,208,4.31372549,4.078431373,92,22,0.614035088,-0.018992435,3,0,#N/A
220,209,4.31372549,4.098039216,83,23,0.566037736,-0.047997352,-9,0,#N/A
220,210,4.31372549,4.117647059,87,26,0.539823009,-0.026214727,4,0,#N/A
220,211,4.31372549,4.137254902,81,31,0.446428571,-0.093394437,-6,0,#N/A
220,212,4.31372549,4.156862745,82,30,0.464285714,0.017857143,1,0,#N/A
220,213,4.31372549,4.176470588,81,29,0.472727273,0.008441558,-1,0,#N/A
220,214,4.31372549,4.196078431,68,36,0.307692308,-0.165034965,-13,0,#N/A
220,215,4.31372549,4.215686275,60,45,0.142857143,-0.164835165,-8,0,#N/A
220,216,4.31372549,4.235294118,69,45,0.210526316,0.067669173,9,0,#N/A
220,217,4.31372549,4.254901961,60,46,0.132075472,-0.078450844,-9,0,#N/A
220,218,4.31372549,4.274509804,52,47,0.050505051,-0.081570421,-8,0,#N/A
220,219,4.31372549,4.294117647,29,53,-0.292682927,-0.343187977,-23,0,#N/A
220,220,4.31372549,4.31372549,52,66,-0.118644068,0.174038859,23,0,#N/A
220,221,4.31372549,4.333333333,50,62,-0.107142857,0.011501211,-2,0,#N/A
220,222,4.31372549,4.352941176,38,61,-0.232323232,-0.125180375,-12,0,#N/A
220,223,4.31372549,4.37254902,32,58,-0.288888889,-0.056565657,-6,0,#N/A
220,224,4.31372549,4.392156863,35,66,-0.306930693,-0.018041804,3,0,#N/A
220,225,4.31372549,4.411764706,33,62,-0.305263158,0.001667535,-2,0,#N/A
220,226,4.31372549,4.431372549,32,65,-0.340206186,-0.034943028,-1,0,#N/A
220,227,4.31372549,4.450980392,35,68,-0.32038835,0.019817836,3,0,#N/A
220,228,4.31372549,4.470588235,31,69,-0.38,-0.05961165,-4,0,#N/A
220,229,4.31372549,4.490196078,28,66,-0.404255319,-0.024255319,-3,0,#N/A
220,230,4.31372549,4.509803922,26,63,-0.415730337,-0.011475018,-2,0,#N/A
220,231,4.31372549,4.529411765,31,68,-0.373737374,0.041992963,5,0,#N/A
220,232,4.31372549,4.549019608,22,64,-0.488372093,-0.114634719,-9,0,#N/A
220,233,4.31372549,4.568627451,35,61,-0.270833333,0.21753876,13,0,#N/A
220,234,4.31372549,4.588235294,28,57,-0.341176471,-0.070343137,-7,0,#N/A
220,235,4.31372549,4.607843137,38,61,-0.232323232,0.108853238,10,0,#N/A
220,236,4.31372549,4.62745098,35,55,-0.222222222,0.01010101,-3,0,#N/A
220,237,4.31372549,4.647058824,43,46,-0.033707865,0.188514357,8,0,#N/A
220,238,4.31372549,4.666666667,46,52,-0.06122449,-0.027516625,3,0,#N/A
220,239,4.31372549,4.68627451,41,47,-0.068181818,-0.006957328,-5,0,#N/A
220,240,4.31372549,4.705882353,37,52,-0.168539326,-0.100357508,-4,0,#N/A
220,241,4.31372549,4.725490196,40,49,-0.101123596,0.06741573,3,0,#N/A
220,242,4.31372549,4.745098039,36,52,-0.181818182,-0.080694586,-4,0,#N/A
220,243,4.31372549,4.764705882,36,51,-0.172413793,0.009404389,0,0,#N/A
220,244,4.31372549,4.784313725,42,51,-0.096774194,0.0756396,6,0,#N/A
220,245,4.31372549,4.803921569,43,50,-0.075268817,0.021505376,1,0,#N/A
220,246,4.31372549,4.823529412,45,50,-0.052631579,0.022637238,2,0,#N/A
220,247,4.31372549,4.843137255,47,52,-0.050505051,0.002126528,2,0,#N/A
220,248,4.31372549,4.862745098,43,48,-0.054945055,-0.004440004,-4,0,#N/A
220,249,4.31372549,4.882352941,43,47,-0.044444444,0.010500611,0,0,#N/A
220,250,4.31372549,4.901960784,53,51,0.019230769,0.063675214,10,0,#N/A
220,251,4.31372549,4.921568627,48,52,-0.04,-0.059230769,-5,0,#N/A
220,252,4.31372549,4.941176471,45,56,-0.108910891,-0.068910891,-3,0,#N/A
220,253,4.31372549,4.960784314,39,50,-0.123595506,-0.014684615,-6,0,#N/A
220,254,4.31372549,4.980392157,17,71,-0.613636364,-0.490040858,-22,0,#N/A
221,0,4.333333333,0,12,81,-0.741935484,-0.12829912,-5,0,#N/A
221,1,4.333333333,0.019607843,12,82,-0.744680851,-0.002745367,0,0,#N/A
221,2,4.333333333,0.039215686,11,81,-0.760869565,-0.016188714,-1,0,#N/A
221,3,4.333333333,0.058823529,18,77,-0.621052632,0.139816934,7,0,#N/A
221,4,4.333333333,0.078431373,9,86,-0.810526316,-0.189473684,-9,0,#N/A
221,5,4.333333333,0.098039216,2,92,-0.957446809,-0.146920493,-7,0,#N/A
221,6,4.333333333,0.117647059,9,83,-0.804347826,0.153098982,7,0,#N/A
221,7,4.333333333,0.137254902,0,89,-1,-0.195652174,-9,0,#N/A
221,8,4.333333333,0.156862745,8,89,-0.835051546,0.164948454,8,0,#N/A
221,9,4.333333333,0.176470588,0,87,-1,-0.164948454,-8,0,#N/A
221,10,4.333333333,0.196078431,0,90,-1,0,0,0,#N/A
221,11,4.333333333,0.215686275,4,91,-0.915789474,0.084210526,4,0,#N/A
221,12,4.333333333,0.235294118,1,93,-0.978723404,-0.062933931,-3,0,#N/A
221,13,4.333333333,0.254901961,2,94,-0.958333333,0.020390071,1,0,#N/A
221,14,4.333333333,0.274509804,0,94,-1,-0.041666667,-2,0,#N/A
221,15,4.333333333,0.294117647,0,90,-1,0,0,0,#N/A
221,16,4.333333333,0.31372549,0,90,-1,0,0,0,#N/A
221,17,4.333333333,0.333333333,16,90,-0.698113208,0.301886792,16,0,#N/A
221,18,4.333333333,0.352941176,6,89,-0.873684211,-0.175571003,-10,0,#N/A
221,19,4.333333333,0.37254902,3,85,-0.931818182,-0.058133971,-3,0,#N/A
221,20,4.333333333,0.392156863,6,85,-0.868131868,0.063686314,3,0,#N/A
221,21,4.333333333,0.411764706,11,78,-0.752808989,0.115322879,5,0,#N/A
221,22,4.333333333,0.431372549,13,79,-0.717391304,0.035417684,2,0,#N/A
221,23,4.333333333,0.450980392,15,80,-0.684210526,0.033180778,2,0,#N/A
221,24,4.333333333,0.470588235,33,73,-0.377358491,0.306852036,18,0,#N/A
221,25,4.333333333,0.490196078,20,68,-0.545454545,-0.168096055,-13,0,#N/A
221,26,4.333333333,0.509803922,20,65,-0.529411765,0.016042781,0,0,#N/A
221,27,4.333333333,0.529411765,39,58,-0.195876289,0.333535476,19,0,#N/A
221,28,4.333333333,0.549019608,36,64,-0.28,-0.084123711,-3,0,#N/A
221,29,4.333333333,0.568627451,45,60,-0.142857143,0.137142857,9,0,#N/A
221,30,4.333333333,0.588235294,45,54,-0.090909091,0.051948052,0,0,#N/A
221,31,4.333333333,0.607843137,49,54,-0.048543689,0.042365402,4,0,#N/A
221,32,4.333333333,0.62745098,52,48,0.04,0.088543689,3,0,#N/A
221,33,4.333333333,0.647058824,59,45,0.134615385,0.094615385,7,0,#N/A
221,34,4.333333333,0.666666667,58,37,0.221052632,0.086437247,-1,0,#N/A
221,35,4.333333333,0.68627451,56,42,0.142857143,-0.078195489,-2,0,#N/A
221,36,4.333333333,0.705882353,64,36,0.28,0.137142857,8,0,#N/A
221,37,4.333333333,0.725490196,75,36,0.351351351,0.071351351,11,0,#N/A
221,38,4.333333333,0.745098039,79,36,0.373913043,0.022561692,4,0,#N/A
221,39,4.333333333,0.764705882,75,29,0.442307692,0.068394649,-4,0,#N/A
221,40,4.333333333,0.784313725,76,29,0.447619048,0.005311355,1,0,#N/A
221,41,4.333333333,0.803921569,76,29,0.447619048,0,0,0,#N/A
221,42,4.333333333,0.823529412,77,28,0.466666667,0.019047619,1,0,#N/A
221,43,4.333333333,0.843137255,78,31,0.431192661,-0.035474006,1,0,#N/A
221,44,4.333333333,0.862745098,65,28,0.397849462,-0.033343198,-13,0,#N/A
221,45,4.333333333,0.882352941,77,31,0.425925926,0.028076464,12,0,#N/A
221,46,4.333333333,0.901960784,75,29,0.442307692,0.016381766,-2,0,#N/A
221,47,4.333333333,0.921568627,72,30,0.411764706,-0.030542986,-3,0,#N/A
221,48,4.333333333,0.941176471,72,36,0.333333333,-0.078431373,0,0,#N/A
221,49,4.333333333,0.960784314,62,36,0.265306122,-0.068027211,-10,0,#N/A
221,50,4.333333333,0.980392157,64,40,0.230769231,-0.034536892,2,0,#N/A
221,51,4.333333333,1,63,43,0.188679245,-0.042089985,-1,0,#N/A
221,52,4.333333333,1.019607843,55,46,0.089108911,-0.099570334,-8,0,#N/A
221,53,4.333333333,1.039215686,48,49,-0.010309278,-0.099418189,-7,0,#N/A
221,54,4.333333333,1.058823529,49,53,-0.039215686,-0.028906408,1,0,#N/A
221,55,4.333333333,1.078431373,42,53,-0.115789474,-0.076573787,-7,0,#N/A
221,56,4.333333333,1.098039216,39,60,-0.212121212,-0.096331738,-3,0,#N/A
221,57,4.333333333,1.117647059,25,63,-0.431818182,-0.21969697,-14,0,#N/A
221,58,4.333333333,1.137254902,30,69,-0.393939394,0.037878788,5,0,#N/A
221,59,4.333333333,1.156862745,24,68,-0.47826087,-0.084321476,-6,0,#N/A
221,60,4.333333333,1.176470588,19,74,-0.591397849,-0.11313698,-5,0,#N/A
221,61,4.333333333,1.196078431,13,77,-0.711111111,-0.119713262,-6,0,#N/A
221,62,4.333333333,1.215686275,13,76,-0.707865169,0.003245943,0,0,#N/A
221,63,4.333333333,1.235294118,10,83,-0.784946237,-0.077081068,-3,0,#N/A
221,64,4.333333333,1.254901961,5,79,-0.880952381,-0.096006144,-5,0,#N/A
221,65,4.333333333,1.274509804,2,95,-0.958762887,-0.077810506,-3,0,#N/A
221,66,4.333333333,1.294117647,0,85,-1,-0.041237113,-2,0,#N/A
221,67,4.333333333,1.31372549,0,90,-1,0,0,0,#N/A
221,68,4.333333333,1.333333333,0,92,-1,0,0,0,#N/A
221,69,4.333333333,1.352941176,4,90,-0.914893617,0.085106383,4,0,#N/A
221,70,4.333333333,1.37254902,3,87,-0.933333333,-0.018439716,-1,0,#N/A
221,71,4.333333333,1.392156863,5,85,-0.888888889,0.044444444,2,0,#N/A
221,72,4.333333333,1.411764706,7,87,-0.85106383,0.037825059,2,0,#N/A
221,73,4.333333333,1.431372549,0,85,-1,-0.14893617,-7,0,#N/A
221,74,4.333333333,1.450980392,4,87,-0.912087912,0.087912088,4,0,#N/A
