PinOut_1,PinOut_2,Voltage_1,Voltage_2,P_x,P_y,S1,dS1_dV,dPx_dV,Mode_Locked,S1_MLd
221,104,4.333333333,2.039215686,44,43,0.011494253,-0.000270453,1,0,#N/A
221,105,4.333333333,2.058823529,42,50,-0.086956522,-0.098450775,-2,0,#N/A
221,106,4.333333333,2.078431373,36,59,-0.242105263,-0.155148741,-6,0,#N/A
221,107,4.333333333,2.098039216,36,54,-0.2,0.042105263,0,0,#N/A
221,108,4.333333333,2.117647059,40,61,-0.207920792,-0.007920792,4,0,#N/A
221,109,4.333333333,2.137254902,31,64,-0.347368421,-0.139447629,-9,0,#N/A
221,110,4.333333333,2.156862745,25,69,-0.468085106,-0.120716685,-6,0,#N/A
221,111,4.333333333,2.176470588,28,67,-0.410526316,0.057558791,3,0,#N/A
221,112,4.333333333,2.196078431,19,78,-0.608247423,-0.197721107,-9,0,#N/A
221,113,4.333333333,2.215686275,19,80,-0.616161616,-0.007914193,0,0,#N/A
221,114,4.333333333,2.235294118,7,84,-0.846153846,-0.22999223,-12,0,#N/A
221,115,4.333333333,2.254901961,13,89,-0.745098039,0.101055807,6,0,#N/A
221,116,4.333333333,2.274509804,8,87,-0.831578947,-0.086480908,-5,0,#N/A
221,117,4.333333333,2.294117647,10,86,-0.791666667,0.039912281,2,0,#N/A
221,118,4.333333333,2.31372549,1,90,-0.978021978,-0.186355311,-9,0,#N/A
221,119,4.333333333,2.333333333,4,91,-0.915789474,0.062232504,3,0,#N/A
221,120,4.333333333,2.352941176,4,92,-0.916666667,-0.000877193,0,0,#N/A
221,121,4.333333333,2.37254902,6,96,-0.882352941,0.034313725,2,0,#N/A
221,122,4.333333333,2.392156863,2,93,-0.957894737,-0.075541796,-4,0,#N/A
221,123,4.333333333,2.411764706,5,95,-0.9,0.057894737,3,0,#N/A
221,124,4.333333333,2.431372549,2,98,-0.96,-0.06,-3,0,#N/A
221,125,4.333333333,2.450980392,0,94,-1,-0.04,-2,0,#N/A
221,126,4.333333333,2.470588235,0,90,-1,0,0,0,#N/A
221,127,4.333333333,2.490196078,9,90,-0.818181818,0.181818182,9,0,#N/A
221,128,4.333333333,2.509803922,7,85,-0.847826087,-0.029644269,-2,0,#N/A
221,129,4.333333333,2.529411765,4,87,-0.912087912,-0.064261825,-3,0,#N/A
221,130,4.333333333,2.549019608,15,87,-0.705882353,0.206205559,11,0,#N/A
221,131,4.333333333,2.568627451,19,80,-0.616161616,0.089720737,4,0,#N/A
221,132,4.333333333,2.588235294,25,77,-0.509803922,0.106357695,6,0,#N/A
221,133,4.333333333,2.607843137,26,75,-0.485148515,0.024655407,1,0,#N/A
221,134,4.333333333,2.62745098,33,73,-0.377358491,0.107790024,7,0,#N/A
221,135,4.333333333,2.647058824,32,69,-0.366336634,0.011021857,-1,0,#N/A
221,136,4.333333333,2.666666667,33,63,-0.3125,0.053836634,1,0,#N/A
221,137,4.333333333,2.68627451,41,62,-0.203883495,0.108616505,8,0,#N/A
221,138,4.333333333,2.705882353,45,53,-0.081632653,0.122250842,4,0,#N/A
221,139,4.333333333,2.725490196,48,55,-0.067961165,0.013671488,3,0,#N/A
221,140,4.333333333,2.745098039,51,49,0.02,0.087961165,3,0,#N/A
221,141,4.333333333,2.764705882,53,45,0.081632653,0.061632653,2,0,#N/A
221,142,4.333333333,2.784313725,79,44,0.284552846,0.202920192,26,0,#N/A
221,143,4.333333333,2.803921569,55,41,0.145833333,-0.138719512,-24,0,#N/A
221,144,4.333333333,2.823529412,57,37,0.212765957,0.066932624,2,0,#N/A
221,145,4.333333333,2.843137255,65,34,0.313131313,0.100365356,8,0,#N/A
221,146,4.333333333,2.862745098,64,34,0.306122449,-0.007008864,-1,0,#N/A
221,147,4.333333333,2.882352941,72,25,0.484536082,0.178413633,8,0,#N/A
221,148,4.333333333,2.901960784,73,26,0.474747475,-0.009788608,1,0,#N/A
221,149,4.333333333,2.921568627,65,25,0.444444444,-0.03030303,-8,0,#N/A
221,150,4.333333333,2.941176471,61,28,0.370786517,-0.073657928,-4,0,#N/A
221,151,4.333333333,2.960784314,65,24,0.460674157,0.08988764,4,0,#N/A
221,152,4.333333333,2.980392157,72,27,0.454545455,-0.006128703,7,0,#N/A
221,153,4.333333333,3,65,25,0.444444444,-0.01010101,-7,0,#N/A
221,154,4.333333333,3.019607843,71,29,0.42,-0.024444444,6,0,#N/A
221,155,4.333333333,3.039215686,49,37,0.139534884,-0.280465116,-22,0,#N/A
221,156,4.333333333,3.058823529,49,50,-0.01010101,-0.149635894,0,0,#N/A
221,157,4.333333333,3.078431373,40,48,-0.090909091,-0.080808081,-9,0,#N/A
221,158,4.333333333,3.098039216,42,49,-0.076923077,0.013986014,2,0,#N/A
221,159,4.333333333,3.117647059,12,54,-0.636363636,-0.559440559,-30,0,#N/A
221,160,4.333333333,3.137254902,35,57,-0.239130435,0.397233202,23,0,#N/A
221,161,4.333333333,3.156862745,32,58,-0.288888889,-0.049758454,-3,0,#N/A
221,162,4.333333333,3.176470588,31,68,-0.373737374,-0.084848485,-1,0,#N/A
221,163,4.333333333,3.196078431,34,66,-0.32,0.053737374,3,0,#N/A
221,164,4.333333333,3.215686275,24,73,-0.505154639,-0.185154639,-10,0,#N/A
221,165,4.333333333,3.235294118,26,75,-0.485148515,0.020006124,2,0,#N/A
221,166,4.333333333,3.254901961,14,81,-0.705263158,-0.220114643,-12,0,#N/A
221,167,4.333333333,3.274509804,12,81,-0.741935484,-0.036672326,-2,0,#N/A
221,168,4.333333333,3.294117647,15,82,-0.690721649,0.051213834,3,0,#N/A
221,169,4.333333333,3.31372549,10,88,-0.795918367,-0.105196718,-5,0,#N/A
221,170,4.333333333,3.333333333,10,88,-0.795918367,0,0,0,#N/A
221,171,4.333333333,3.352941176,0,90,-1,-0.204081633,-10,0,#N/A
221,172,4.333333333,3.37254902,0,92,-1,0,0,0,#N/A
221,173,4.333333333,3.392156863,6,95,-0.881188119,0.118811881,6,0,#N/A
221,174,4.333333333,3.411764706,0,96,-1,-0.118811881,-6,0,#N/A
221,175,4.333333333,3.431372549,1,97,-0.979591837,0.020408163,1,0,#N/A
221,176,4.333333333,3.450980392,0,93,-1,-0.020408163,-1,0,#N/A
221,177,4.333333333,3.470588235,1,93,-0.978723404,0.021276596,1,0,#N/A
221,178,4.333333333,3.490196078,2,96,-0.959183673,0.019539731,1,0,#N/A
221,179,4.333333333,3.509803922,0,95,-1,-0.040816327,-2,0,#N/A
221,180,4.333333333,3.529411765,4,95,-0.919191919,0.080808081,4,0,#N/A
221,181,4.333333333,3.549019608,11,94,-0.79047619,0.128715729,7,0,#N/A
221,182,4.333333333,3.568627451,12,85,-0.75257732,0.037898871,1,0,#N/A
221,183,4.333333333,3.588235294,11,85,-0.770833333,-0.018256014,-1,0,#N/A
221,184,4.333333333,3.607843137,10,84,-0.787234043,-0.016400709,-1,0,#N/A
221,185,4.333333333,3.62745098,19,83,-0.62745098,0.159783062,9,0,#N/A
221,186,4.333333333,3.647058824,30,77,-0.439252336,0.188198644,11,0,#N/A
221,187,4.333333333,3.666666667,28,72,-0.44,-0.000747664,-2,0,#N/A
221,188,4.333333333,3.68627451,32,67,-0.353535354,0.086464646,4,0,#N/A
221,189,4.333333333,3.705882353,21,64,-0.505882353,-0.152346999,-11,0,#N/A
221,190,4.333333333,3.725490196,40,59,-0.191919192,0.313963161,19,0,#N/A
221,191,4.333333333,3.745098039,44,61,-0.161904762,0.03001443,4,0,#N/A
221,192,4.333333333,3.764705882,48,45,0.032258065,0.194162826,4,0,#N/A
221,193,4.333333333,3.784313725,41,49,-0.088888889,-0.121146953,-7,0,#N/A
221,194,4.333333333,3.803921569,55,45,0.1,0.188888889,14,0,#N/A
221,195,4.333333333,3.823529412,54,43,0.113402062,0.013402062,-1,0,#N/A
221,196,4.333333333,3.843137255,63,43,0.188679245,0.075277183,9,0,#N/A
221,197,4.333333333,3.862745098,60,40,0.2,0.011320755,-3,0,#N/A
221,198,4.333333333,3.882352941,67,42,0.229357798,0.029357798,7,0,#N/A
221,199,4.333333333,3.901960784,56,34,0.244444444,0.015086646,-11,0,#N/A
221,200,4.333333333,3.921568627,63,32,0.326315789,0.081871345,7,0,#N/A
221,201,4.333333333,3.941176471,59,29,0.340909091,0.014593301,-4,0,#N/A
221,202,4.333333333,3.960784314,63,23,0.465116279,0.124207188,4,0,#N/A
221,203,4.333333333,3.980392157,69,24,0.483870968,0.018754689,6,0,#N/A
221,204,4.333333333,4,63,27,0.4,-0.083870968,-6,0,#N/A
221,205,4.333333333,4.019607843,69,24,0.483870968,0.083870968,6,0,#N/A
221,206,4.333333333,4.039215686,64,26,0.422222222,-0.061648746,-5,0,#N/A
221,207,4.333333333,4.058823529,47,29,0.236842105,-0.185380117,-17,0,#N/A
221,208,4.333333333,4.078431373,60,25,0.411764706,0.174922601,13,0,#N/A
221,209,4.333333333,4.098039216,39,50,-0.123595506,-0.535360212,-21,0,#N/A
221,210,4.333333333,4.117647059,19,69,-0.568181818,-0.444586313,-20,0,#N/A
221,211,4.333333333,4.137254902,31,57,-0.295454545,0.272727273,12,0,#N/A
221,212,4.333333333,4.156862745,27,67,-0.425531915,-0.130077369,-4,0,#N/A
221,213,4.333333333,4.176470588,23,68,-0.494505495,-0.06897358,-4,0,#N/A
221,214,4.333333333,4.196078431,24,59,-0.421686747,0.072818748,1,0,#N/A
221,215,4.333333333,4.215686275,36,62,-0.265306122,0.156380625,12,0,#N/A
221,216,4.333333333,4.235294118,28,62,-0.377777778,-0.112471655,-8,0,#N/A
221,217,4.333333333,4.254901961,22,71,-0.52688172,-0.149103943,-6,0,#N/A
221,218,4.333333333,4.274509804,26,71,-0.463917526,0.062964195,4,0,#N/A
221,219,4.333333333,4.294117647,16,68,-0.619047619,-0.155130093,-10,0,#N/A
221,220,4.333333333,4.31372549,16,78,-0.659574468,-0.040526849,0,0,#N/A
221,221,4.333333333,4.333333333,16,77,-0.655913978,0.00366049,0,0,#N/A
221,222,4.333333333,4.352941176,16,83,-0.676767677,-0.020853698,0,0,#N/A
221,223,4.333333333,4.37254902,5,86,-0.89010989,-0.213342213,-11,0,#N/A
221,224,4.333333333,4.392156863,4,88,-0.913043478,-0.022933588,-1,0,#N/A
221,225,4.333333333,4.411764706,0,90,-1,-0.086956522,-4,0,#N/A
221,226,4.333333333,4.431372549,18,95,-0.681415929,0.318584071,18,0,#N/A
221,227,4.333333333,4.450980392,0,91,-1,-0.318584071,-18,0,#N/A
221,228,4.333333333,4.470588235,0,99,-1,0,0,0,#N/A
221,229,4.333333333,4.490196078,0,91,-1,0,0,0,#N/A
221,230,4.333333333,4.509803922,4,94,-0.918367347,0.081632653,4,0,#N/A
221,231,4.333333333,4.529411765,0,93,-1,-0.081632653,-4,0,#N/A
221,232,4.333333333,4.549019608,0,96,-1,0,0,0,#N/A
221,233,4.333333333,4.568627451,0,97,-1,0,0,0,#N/A
221,234,4.333333333,4.588235294,0,85,-1,0,0,0,#N/A
221,235,4.333333333,4.607843137,3,92,-0.936842105,0.063157895,3,0,#N/A
221,236,4.333333333,4.62745098,6,93,-0.878787879,0.058054226,3,0,#N/A
221,237,4.333333333,4.647058824,3,90,-0.935483871,-0.056695992,-3,0,#N/A
221,238,4.333333333,4.666666667,2,92,-0.957446809,-0.021962938,-1,0,#N/A
221,239,4.333333333,4.68627451,12,89,-0.762376238,0.195070571,10,0,#N/A
221,240,4.333333333,4.705882353,9,90,-0.818181818,-0.055805581,-3,0,#N/A
221,241,4.333333333,4.725490196,6,86,-0.869565217,-0.051383399,-3,0,#N/A
221,242,4.333333333,4.745098039,2,85,-0.954022989,-0.084457771,-4,0,#N/A
221,243,4.333333333,4.764705882,10,88,-0.795918367,0.158104621,8,0,#N/A
221,244,4.333333333,4.784313725,12,90,-0.764705882,0.031212485,2,0,#N/A
221,245,4.333333333,4.803921569,1,83,-0.976190476,-0.211484594,-11,0,#N/A
221,246,4.333333333,4.823529412,14,93,-0.738317757,0.237872719,13,0,#N/A
221,247,4.333333333,4.843137255,6,87,-0.870967742,-0.132649985,-8,0,#N/A
221,248,4.333333333,4.862745098,10,86,-0.791666667,0.079301075,4,0,#N/A
221,249,4.333333333,4.882352941,6,88,-0.872340426,-0.080673759,-4,0,#N/A
221,250,4.333333333,4.901960784,9,91,-0.82,0.052340426,3,0,#N/A
221,251,4.333333333,4.921568627,12,92,-0.769230769,0.050769231,3,0,#N/A
221,252,4.333333333,4.941176471,5,86,-0.89010989,-0.120879121,-7,0,#N/A
221,253,4.333333333,4.960784314,7,91,-0.857142857,0.032967033,2,0,#N/A
0,0,0,0,22,73,-0.53684,0.320302857,15,0,#N/A
220,0,4.3137255,0,25,73,-0.4898,0.047046,3,0,#N/A
220,1,4.3137255,0.0196078,26,73,-0.47475,0.015048,1,0,#N/A
220,2,4.3137255,0.0392157,27,74,-0.46535,0.009401,1,0,#N/A
220,3,4.3137255,0.0588235,20,71,-0.56044,-0.095093,-7,0,#N/A
220,4,4.3137255,0.0784314,31,70,-0.38614,0.174301,11,0,#N/A
220,5,4.3137255,0.0980392,31,66,-0.36082,0.025314,0,0,#N/A
220,6,4.3137255,0.1176471,30,73,-0.41748,-0.056651,-1,0,#N/A
220,7,4.3137255,0.1372549,25,67,-0.45652,-0.039046,-5,0,#N/A
220,8,4.3137255,0.1568627,35,66,-0.30693,0.149591,10,0,#N/A
220,9,4.3137255,0.1764706,28,68,-0.41667,-0.109736,-7,0,#N/A
220,10,4.3137255,0.1960784,37,62,-0.25253,0.164141,9,0,#N/A
220,11,4.3137255,0.2156863,40,62,-0.21569,0.036839,3,0,#N/A
220,12,4.3137255,0.2352941,35,63,-0.28571,-0.070028,-5,0,#N/A
220,13,4.3137255,0.254902,43,61,-0.17308,0.112637,8,0,#N/A
220,14,4.3137255,0.2745098,44,57,-0.12871,0.044364,1,0,#N/A
220,15,4.3137255,0.2941176,45,60,-0.14286,-0.014144,1,0,#N/A
220,16,4.3137255,0.3137255,50,53,-0.02913,0.113731,5,0,#N/A
220,17,4.3137255,0.3333333,49,50,-0.0101,0.019025,-1,0,#N/A
220,18,4.3137255,0.3529412,51,45,0.0625,0.072601,2,0,#N/A
220,19,4.3137255,0.372549,64,43,0.196262,0.133762,13,0,#N/A
220,20,4.3137255,0.3921569,55,40,0.157895,-0.038367,-9,0,#N/A
220,21,4.3137255,0.4117647,68,40,0.259259,0.101365,13,0,#N/A
220,22,4.3137255,0.4313725,72,35,0.345794,0.086535,4,0,#N/A
220,23,4.3137255,0.4509804,66,36,0.294118,-0.051677,-6,0,#N/A
220,24,4.3137255,0.4705882,75,25,0.5,0.205882,9,0,#N/A
220,25,4.3137255,0.4901961,80,30,0.454545,-0.045455,5,0,#N/A
220,26,4.3137255,0.5098039,74,29,0.436893,-0.017652,-6,0,#N/A
220,27,4.3137255,0.5294118,91,23,0.596491,0.159598,17,0,#N/A
220,28,4.3137255,0.5490196,80,23,0.553398,-0.043093,-11,0,#N/A
220,29,4.3137255,0.5686275,90,17,0.682243,0.128845,10,0,#N/A
220,30,4.3137255,0.5882353,87,15,0.705882,0.023639,-3,0,#N/A
220,31,4.3137255,0.6078431,85,21,0.603774,-0.102109,-2,0,#N/A
220,32,4.3137255,0.627451,84,19,0.631068,0.027294,-1,0,#N/A
220,33,4.3137255,0.6470588,86,16,0.686275,0.055207,2,0,#N/A
220,34,4.3137255,0.6666667,88,16,0.692308,0.006033,2,0,#N/A
220,35,4.3137255,0.6862745,94,18,0.678571,-0.013736,6,0,#N/A
220,36,4.3137255,0.7058824,89,19,0.648148,-0.030423,-5,0,#N/A
220,37,4.3137255,0.7254902,90,23,0.59292,-0.055228,1,0,#N/A
220,38,4.3137255,0.745098,81,19,0.62,0.02708,-9,0,#N/A
220,39,4.3137255,0.7647059,81,28,0.486239,-0.133761,0,0,#N/A
220,40,4.3137255,0.7843137,69,22,0.516484,0.030245,-12,0,#N/A
220,41,4.3137255,0.8039216,77,23,0.54,0.023516,8,0,#N/A
220,42,4.3137255,0.8235294,76,31,0.420561,-0.119439,-1,0,#N/A
220,43,4.3137255,0.8431373,80,29,0.46789,0.047329,4,0,#N/A
220,44,4.3137255,0.8627451,71,34,0.352381,-0.115509,-9,0,#N/A
220,45,4.3137255,0.8823529,71,34,0.352381,0,0,0,#N/A
220,46,4.3137255,0.9019608,71,34,0.352381,0,0,0,#N/A
220,47,4.3137255,0.9215686,66,39,0.257143,-0.095238,-5,0,#N/A
220,48,4.3137255,0.9411765,63,42,0.2,-0.057143,-3,0,#N/A
220,49,4.3137255,0.9607843,58,43,0.148515,-0.051485,-5,0,#N/A
220,50,4.3137255,0.9803922,51,47,0.040816,-0.107699,-7,0,#N/A
220,51,4.3137255,1,62,45,0.158879,0.118062,11,0,#N/A
220,52,4.3137255,1.0196078,49,53,-0.03922,-0.198094,-13,0,#N/A
220,53,4.3137255,1.0392157,53,52,0.009524,0.048739,4,0,#N/A
220,54,4.3137255,1.0588235,32,55,-0.26437,-0.273892,-21,0,#N/A
220,55,4.3137255,1.0784314,43,59,-0.15686,0.107505,11,0,#N/A
220,56,4.3137255,1.0980392,33,59,-0.28261,-0.125746,-10,0,#N/A
220,57,4.3137255,1.1176471,36,52,-0.18182,0.100791,3,0,#N/A
220,58,4.3137255,1.1372549,35,60,-0.26316,-0.08134,-1,0,#N/A
220,59,4.3137255,1.1568627,27,65,-0.41304,-0.149886,-8,0,#N/A
220,60,4.3137255,1.1764706,32,58,-0.28889,0.124155,5,0,#N/A
220,61,4.3137255,1.1960784,30,71,-0.40594,-0.117052,-2,0,#N/A
220,62,4.3137255,1.2156863,30,65,-0.36842,0.03752,0,0,#N/A
220,63,4.3137255,1.2352941,32,67,-0.35354,0.014886,2,0,#N/A
220,64,4.3137255,1.254902,34,65,-0.31313,0.040404,2,0,#N/A
220,65,4.3137255,1.2745098,30,64,-0.3617,-0.048571,-4,0,#N/A
220,66,4.3137255,1.2941176,34,68,-0.33333,0.028369,4,0,#N/A
220,67,4.3137255,1.3137255,32,66,-0.34694,-0.013605,-2,0,#N/A
220,68,4.3137255,1.3333333,31,61,-0.32609,0.020852,-1,0,#N/A
220,69,4.3137255,1.3529412,45,58,-0.12621,0.199873,14,0,#N/A
220,70,4.3137255,1.372549,41,63,-0.21154,-0.085325,-4,0,#N/A
220,71,4.3137255,1.3921569,42,58,-0.16,0.051538,1,0,#N/A
220,72,4.3137255,1.4117647,47,56,-0.08738,0.072621,5,0,#N/A
220,73,4.3137255,1.4313725,41,51,-0.1087,-0.021317,-6,0,#N/A
220,74,4.3137255,1.4509804,51,46,0.051546,0.160242,10,0,#N/A
220,75,4.3137255,1.4705882,54,42,0.125,0.073454,3,0,#N/A
220,76,4.3137255,1.4901961,61,31,0.326087,0.201087,7,0,#N/A
220,77,4.3137255,1.5098039,57,43,0.14,-0.186087,-4,0,#N/A
220,78,4.3137255,1.5294118,72,35,0.345794,0.205794,15,0,#N/A
220,79,4.3137255,1.5490196,66,37,0.281553,-0.064241,-6,0,#N/A
220,80,4.3137255,1.5686275,74,28,0.45098,0.169427,8,0,#N/A
220,81,4.3137255,1.5882353,71,27,0.44898,-0.002001,-3,0,#N/A
220,82,4.3137255,1.6078431,75,26,0.485149,0.036169,4,0,#N/A
220,83,4.3137255,1.627451,76,25,0.50495,0.019802,1,0,#N/A
220,84,4.3137255,1.6470588,82,19,0.623762,0.118812,6,0,#N/A
220,85,4.3137255,1.6666667,82,22,0.576923,-0.046839,0,0,#N/A
220,86,4.3137255,1.6862745,85,20,0.619048,0.042125,3,0,#N/A
220,87,4.3137255,1.7058824,86,20,0.622642,0.003594,1,0,#N/A
220,88,4.3137255,1.7254902,88,22,0.6,-0.022642,2,0,#N/A
220,89,4.3137255,1.745098,88,21,0.614679,0.014679,0,0,#N/A
220,90,4.3137255,1.7647059,87,21,0.611111,-0.003568,-1,0,#N/A
220,91,4.3137255,1.7843137,91,19,0.654545,0.043434,4,0,#N/A
220,92,4.3137255,1.8039216,86,24,0.563636,-0.090909,-5,0,#N/A
220,93,4.3137255,1.8235294,79,23,0.54902,-0.014617,-7,0,#N/A
220,94,4.3137255,1.8431373,90,26,0.551724,0.002705,11,0,#N/A
220,95,4.3137255,1.8627451,81,23,0.557692,0.005968,-9,0,#N/A
220,96,4.3137255,1.8823529,83,27,0.509091,-0.048601,2,0,#N/A
220,97,4.3137255,1.9019608,79,29,0.462963,-0.046128,-4,0,#N/A
220,98,4.3137255,1.9215686,76,26,0.490196,0.027233,-3,0,#N/A
220,99,4.3137255,1.9411765,75,32,0.401869,-0.088327,-1,0,#N/A
220,100,4.3137255,1.9607843,75,32,0.401869,0,0,0,#N/A
220,101,4.3137255,1.9803922,65,38,0.262136,-0.139733,-10,0,#N/A
220,102,4.3137255,2,67,35,0.313725,0.05159,2,0,#N/A
220,103,4.3137255,2.0196078,69,41,0.254545,-0.05918,2,0,#N/A
220,104,4.3137255,2.0392157,60,46,0.132075,-0.12247,-9,0,#N/A
220,105,4.3137255,2.0588235,58,46,0.115385,-0.016691,-2,0,#N/A
220,106,4.3137255,2.0784314,55,49,0.057692,-0.057692,-3,0,#N/A
220,107,4.3137255,2.0980392,47,49,-0.02083,-0.078526,-8,0,#N/A
220,108,4.3137255,2.1176471,54,56,-0.01818,0.002652,7,0,#N/A
220,109,4.3137255,2.1372549,52,57,-0.04587,-0.02769,-2,0,#N/A
220,110,4.3137255,2.1568627,43,57,-0.14,-0.094128,-9,0,#N/A
220,111,4.3137255,2.1764706,35,62,-0.27835,-0.138351,-8,0,#N/A
220,112,4.3137255,2.1960784,34,61,-0.28421,-0.00586,-1,0,#N/A
220,113,4.3137255,2.2156863,36,62,-0.26531,0.018904,2,0,#N/A
220,114,4.3137255,2.2352941,33,65,-0.32653,-0.061224,-3,0,#N/A
220,115,4.3137255,2.254902,35,64,-0.29293,0.033601,2,0,#N/A
220,116,4.3137255,2.2745098,35,65,-0.3,-0.007071,0,0,#N/A
220,117,4.3137255,2.2941176,34,64,-0.30612,-0.006122,-1,0,#N/A
220,118,4.3137255,2.3137255,28,62,-0.37778,-0.071655,-6,0,#N/A
220,119,4.3137255,2.3333333,33,64,-0.31959,0.05819,5,0,#N/A
220,120,4.3137255,2.3529412,34,60,-0.2766,0.042992,1,0,#N/A
220,121,4.3137255,2.372549,37,63,-0.26,0.016596,3,0,#N/A
220,122,4.3137255,2.3921569,36,61,-0.25773,0.002268,-1,0,#N/A
220,123,4.3137255,2.4117647,42,57,-0.15152,0.106217,6,0,#N/A
220,124,4.3137255,2.4313725,41,57,-0.16327,-0.01175,-1,0,#N/A
220,125,4.3137255,2.4509804,43,55,-0.12245,0.040816,2,0,#N/A
220,126,4.3137255,2.4705882,47,50,-0.03093,0.091521,4,0,#N/A
220,127,4.3137255,2.4901961,51,49,0.02,0.050928,4,0,#N/A
220,128,4.3137255,2.5098039,50,47,0.030928,0.010928,-1,0,#N/A
220,129,4.3137255,2.5294118,56,43,0.131313,0.100385,6,0,#N/A
220,130,4.3137255,2.5490196,60,43,0.165049,0.033735,4,0,#N/A
220,131,4.3137255,2.5686275,65,39,0.25,0.084951,5,0,#N/A
220,132,4.3137255,2.5882353,61,37,0.244898,-0.005102,-4,0,#N/A
220,133,4.3137255,2.6078431,69,29,0.408163,0.163265,8,0,#N/A
220,134,4.3137255,2.627451,74,30,0.423077,0.014914,5,0,#N/A
220,135,4.3137255,2.6470588,85,28,0.504425,0.081348,11,0,#N/A
220,136,4.3137255,2.6666667,79,21,0.58,0.075575,-6,0,#N/A
220,137,4.3137255,2.6862745,81,25,0.528302,-0.051698,2,0,#N/A
220,138,4.3137255,2.7058824,89,19,0.648148,0.119846,8,0,#N/A
220,139,4.3137255,2.7254902,85,22,0.588785,-0.059363,-4,0,#N/A
220,140,4.3137255,2.745098,85,18,0.650485,0.0617,0,0,#N/A
220,141,4.3137255,2.7647059,87,22,0.59633,-0.054155,2,0,#N/A
220,142,4.3137255,2.7843137,83,22,0.580952,-0.015378,-4,0,#N/A
220,143,4.3137255,2.8039216,92,22,0.614035,0.033083,9,0,#N/A
220,144,4.3137255,2.8235294,87,17,0.673077,0.059042,-5,0,#N/A
220,145,4.3137255,2.8431373,79,22,0.564356,-0.10872,-8,0,#N/A
220,146,4.3137255,2.8627451,90,25,0.565217,0.000861,11,0,#N/A
220,147,4.3137255,2.8823529,90,24,0.578947,0.01373,0,0,#N/A
220,148,4.3137255,2.9019608,86,23,0.577982,-0.000966,-4,0,#N/A
220,149,4.3137255,2.9215686,77,24,0.524752,-0.053229,-9,0,#N/A
220,150,4.3137255,2.9411765,83,26,0.522936,-0.001817,6,0,#N/A
220,151,4.3137255,2.9607843,76,27,0.475728,-0.047208,-7,0,#N/A
220,152,4.3137255,2.9803922,81,31,0.446429,-0.0293,5,0,#N/A
220,153,4.3137255,3,76,30,0.433962,-0.012466,-5,0,#N/A
220,154,4.3137255,3.0196078,72,39,0.297297,-0.136665,-4,0,#N/A
220,155,4.3137255,3.0392157,72,35,0.345794,0.048497,0,0,#N/A
220,156,4.3137255,3.0588235,57,35,0.23913,-0.106664,-15,0,#N/A
220,157,4.3137255,3.0784314,65,43,0.203704,-0.035427,8,0,#N/A
220,158,4.3137255,3.0980392,62,40,0.215686,0.011983,-3,0,#N/A
220,159,4.3137255,3.1176471,54,50,0.038462,-0.177225,-8,0,#N/A
220,160,4.3137255,3.1372549,54,46,0.08,0.041538,0,0,#N/A
220,161,4.3137255,3.1568627,51,51,0,-0.08,-3,0,#N/A
220,162,4.3137255,3.1764706,53,50,0.029126,0.029126,2,0,#N/A
220,163,4.3137255,3.1960784,42,46,-0.04545,-0.074581,-11,0,#N/A
220,164,4.3137255,3.2156863,43,53,-0.10417,-0.058712,1,0,#N/A
220,165,4.3137255,3.2352941,25,59,-0.40476,-0.300595,-18,0,#N/A
220,166,4.3137255,3.254902,37,58,-0.22105,0.183709,12,0,#N/A
220,167,4.3137255,3.2745098,35,64,-0.29293,-0.071877,-2,0,#N/A
220,168,4.3137255,3.2941176,39,58,-0.19588,0.097053,4,0,#N/A
220,169,4.3137255,3.3137255,34,63,-0.29897,-0.103093,-5,0,#N/A
220,170,4.3137255,3.3333333,34,61,-0.28421,0.014759,0,0,#N/A
220,171,4.3137255,3.3529412,36,61,-0.25773,0.026479,2,0,#N/A
220,172,4.3137255,3.372549,38,61,-0.23232,0.025409,2,0,#N/A
220,173,4.3137255,3.3921569,31,68,-0.37374,-0.141414,-7,0,#N/A
220,174,4.3137255,3.4117647,41,61,-0.19608,0.177659,10,0,#N/A
220,175,4.3137255,3.4313725,39,60,-0.21212,-0.016043,-2,0,#N/A
220,176,4.3137255,3.4509804,38,58,-0.20833,0.003788,-1,0,#N/A
220,177,4.3137255,3.4705882,46,57,-0.1068,0.101537,8,0,#N/A
220,178,4.3137255,3.4901961,49,55,-0.05769,0.049104,3,0,#N/A
220,179,4.3137255,3.5098039,50,54,-0.03846,0.019231,1,0,#N/A
220,180,4.3137255,3.5294118,49,57,-0.07547,-0.03701,-1,0,#N/A
220,181,4.3137255,3.5490196,49,47,0.020833,0.096305,0,0,#N/A
220,182,4.3137255,3.5686275,53,40,0.139785,0.118952,4,0,#N/A
220,183,4.3137255,3.5882353,53,47,0.06,-0.079785,0,0,#N/A
220,184,4.3137255,3.6078431,55,39,0.170213,0.110213,2,0,#N/A
220,185,4.3137255,3.627451,66,40,0.245283,0.07507,11,0,#N/A
220,186,4.3137255,3.6470588,63,35,0.285714,0.040431,-3,0,#N/A
220,187,4.3137255,3.6666667,72,34,0.358491,0.072776,9,0,#N/A
220,188,4.3137255,3.6862745,70,30,0.4,0.041509,-2,0,#N/A
220,189,4.3137255,3.7058824,75,29,0.442308,0.042308,5,0,#N/A
